epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
144,8406,0.27964,0.22011,0.8111,0.99948,0.99901,0.995,0.97248,0.27248,0.13694,0.78228,0.00029215,0.00029215,0.00029215
145,8464.21,0.28477,0.22879,0.81335,0.99942,0.99939,0.995,0.97268,0.27209,0.12877,0.78269,0.0002872,0.0002872,0.0002872
146,8522.53,0.2791,0.22128,0.8104,0.99914,0.99767,0.995,0.97271,0.26748,0.13063,0.78079,0.00028225,0.00028225,0.00028225
147,8580.84,0.27882,0.21832,0.81212,0.99916,0.99951,0.995,0.97313,0.26791,0.12663,0.78411,0.0002773,0.0002773,0.0002773
148,8639.03,0.27208,0.21504,0.81102,0.99933,0.99961,0.995,0.97307,0.26549,0.12585,0.78168,0.00027235,0.00027235,0.00027235
149,8697.34,0.27097,0.21042,0.80797,0.99921,0.99979,0.995,0.97424,0.26427,0.1285,0.78029,0.0002674,0.0002674,0.0002674
150,8755.69,0.27548,0.21874,0.81156,0.99919,0.9987,0.995,0.97434,0.25999,0.12456,0.77982,0.00026245,0.00026245,0.00026245
151,8813.97,0.26329,0.20969,0.81087,0.99933,0.99957,0.995,0.97552,0.25716,0.12139,0.77794,0.0002575,0.0002575,0.0002575
152,8872.33,0.26788,0.20691,0.81088,0.99841,0.99962,0.995,0.97601,0.25457,0.12153,0.77796,0.00025255,0.00025255,0.00025255
153,8930.54,0.26226,0.20489,0.81009,0.99884,0.99907,0.995,0.97487,0.25925,0.12486,0.77926,0.0002476,0.0002476,0.0002476
154,8988.78,0.27131,0.21046,0.81054,0.99954,0.99981,0.995,0.97624,0.26019,0.12465,0.7802,0.00024265,0.00024265,0.00024265
155,9047.05,0.26664,0.20887,0.81108,0.99863,0.99968,0.995,0.97585,0.25592,0.12662,0.77935,0.0002377,0.0002377,0.0002377
156,9105.32,0.25757,0.19748,0.80572,0.99951,0.99971,0.995,0.97674,0.25118,0.12244,0.77895,0.00023275,0.00023275,0.00023275
157,9163.48,0.26763,0.21146,0.81253,0.99956,0.99998,0.995,0.97659,0.25391,0.12141,0.7799,0.0002278,0.0002278,0.0002278
158,9221.83,0.26112,0.19884,0.80813,0.99868,0.99989,0.995,0.97605,0.2532,0.12222,0.78057,0.00022285,0.00022285,0.00022285
159,9280.11,0.25884,0.19432,0.80658,0.99931,1,0.995,0.97656,0.252,0.12029,0.77882,0.0002179,0.0002179,0.0002179
160,9338.29,0.25616,0.20135,0.80733,0.99927,0.99983,0.995,0.97926,0.25232,0.12065,0.78176,0.00021295,0.00021295,0.00021295
161,9396.57,0.25753,0.20349,0.80608,0.99952,0.99986,0.995,0.97801,0.25005,0.11831,0.78129,0.000208,0.000208,0.000208
162,9454.81,0.25353,0.1917,0.80774,0.99849,0.99945,0.995,0.97739,0.24701,0.11805,0.78046,0.00020305,0.00020305,0.00020305
163,9512.98,0.25388,0.19886,0.80566,0.99832,0.99843,0.995,0.97632,0.246,0.11828,0.77913,0.0001981,0.0001981,0.0001981
164,9571.21,0.2549,0.20169,0.80929,0.99868,0.99846,0.995,0.97801,0.24598,0.11787,0.78077,0.00019315,0.00019315,0.00019315
165,9629.41,0.25308,0.19149,0.80386,0.99778,0.99912,0.995,0.97866,0.24741,0.1191,0.77826,0.0001882,0.0001882,0.0001882
166,9687.49,0.25075,0.19613,0.80676,0.99756,0.99911,0.995,0.97775,0.24379,0.11815,0.77982,0.00018325,0.00018325,0.00018325
167,9745.64,0.24405,0.19034,0.80694,0.99799,0.99877,0.995,0.97818,0.24262,0.11663,0.77903,0.0001783,0.0001783,0.0001783
168,9803.92,0.24721,0.18962,0.80258,0.99821,0.99921,0.995,0.97906,0.2454,0.11726,0.78199,0.00017335,0.00017335,0.00017335
169,9862.08,0.24348,0.18939,0.80377,0.99737,0.99962,0.995,0.97887,0.24475,0.11807,0.78046,0.0001684,0.0001684,0.0001684
170,9920.31,0.24264,0.19263,0.80502,0.99903,0.99897,0.995,0.97814,0.24491,0.1152,0.7801,0.00016345,0.00016345,0.00016345
171,9978.56,0.23936,0.18486,0.80313,0.99911,0.99923,0.995,0.97885,0.24226,0.11443,0.77871,0.0001585,0.0001585,0.0001585
172,10036.9,0.24141,0.18603,0.80578,0.99917,0.99965,0.995,0.97932,0.24187,0.11489,0.77778,0.00015355,0.00015355,0.00015355
